,DVC Code,Company Name,Business Nature,business Sector,Business Industry,Listed,Legal status,User Key,User Name,Firm Key,Firm Name,Service Category,Service Name,Document Date,Document,Reference Law,DVC Date,Day,Month,Year
30421,2307110196AS187097,PRAGATI LIFE INSURANCE LIMITED,Life Insurance,Insurance,Life Insurance,Y,Public Limited Company,196,Md Showkat Hossain FCA,F-0011,A Wahab & Co.,Audit,Statutory Audit,7/5/2023,Auditors Report and Financial Statements ,"The Companies Act, 1994",2023-07-11,11,July,2023
30422,2307231268AS338384,RUPALI LIFE INSURANCE COMAPANY LTD.,Mortgage Firm,Financial Service (Non NBFI),Mortgage Firm,Y,Public Limited Company,1268,Md.  Anwaruzzaman FCA,F-0115,Rahman Mostafa Alam & Co.,Audit,Statutory Audit,7/23/2023,Auditors Report and Financial Statements ,"The Companies Act, 1994",2023-07-23,23,July,2023
30423,2308200312AS291905,FAREAST FINANCE & INVESTMENT LIMITED,Finanacing,NBFI,Finanacing,Y,Public Limited Company,312,Harun-ur  Rashid FCA,F-0142,Zoha Zaman Kabir Rashid & Co.,Audit,Statutory Audit,8/17/2023,Auditors Report and Financial Statements ,"Financial Institution Act, 1993",2023-08-20,20,August,2023
30424,2308210196CC878335,MEGHNA LIFE INSURANCE COMPANY LIMITED,Life Insurance,Insurance,Life Insurance,Y,Public Limited Company,196,Md Showkat Hossain FCA,F-0011,A Wahab & Co.,Certification,Corporate Governance Certification,8/21/2023,Certification for CG Governance,"Bangladesh Securities and Exchange Commission Act, 1993",2023-08-21,21,August,2023
30431,2307301032AS240673,SONALI LIFE INSURANCE COMPANY LIMITED,Life Insurance,Insurance,Life Insurance,Y,Public Limited Company,1032,Fouzia  Haque FCA,F-0044,FAMES & R,Audit,Statutory Audit,7/30/2023,Auditors Report and Financial Statements ,"The Insurance Act, 2010",2023-07-30,30,July,2023
30436,2308270392AS140364,AAMRA NETWORKS LIMITED,Software Services,Information Technology,Software Services,Y,Public Limited Company,392,A. K. Gulam Kibria FCA,F-0047,G Kibria & Co.,Audit,Statutory Audit,8/21/2023,Auditors Report and Financial Statements ,"The Companies Act, 1994",2023-08-27,27,August,2023
30437,2308280535AS889885,BANGLADESH SUBMARINE CABLE COMPANY LIMITED (BSCCL),Telecom,Information Technology,Telecom,Y,Public Limited Company,535,Nasir Uddin Ahmed FCA,F-0090,MABS & J Partners,Audit,Statutory Audit,8/28/2023,Auditors Report and Financial Statements ,"The Companies Act, 1994",2023-08-28,28,August,2023
30439,2308310596AS554932,PREMIER LEASING & FINANCE LIMITED,Finanacing,NBFI,Finanacing,Y,Public Limited Company,596,Md Iqbal Hossain FCA,F-0142,Zoha Zaman Kabir Rashid & Co.,Audit,Statutory Audit,8/31/2023,Auditors Report and Financial Statements ,"The Companies Act, 1994",2023-08-31,31,August,2023
31833,2305110937AS560227,MILLENNIUM HOSPITAL (PVT.) LTD,Hospital,Health Care Service,Hospital,Y,Private Limited Company,937,Sabbir  Ahmed FCA,F-0167,Ahmed Sheikh Roy & Co.,Audit,Statutory Audit,5/11/2023,Auditors Report and Financial Statements ,"The Companies Act, 1994",2023-05-11,11,May,2023
33051,2303161170AS350460,CLOUD PRODUCTION LTD,Software Services,Information Technology,Software Services,Y,Private Limited Company,1170,Abhijit Kumar Saha FCA,F-0208,K. Abhijit & Co.,Audit,Statutory Audit,3/16/2023,Auditors Report and Financial Statements ,"The Companies Act, 1994",2023-03-16,16,March,2023
33106,2303191567AS311886,PRITOM INN (PVT.) LIMITED,Hotel,Tour & Leisure,Hotel,Y,Private Limited Company,1567,Mohammed Enamul Haque Khan FCA,F-0073,Kazi Zahir Khan & Co.,Audit,Statutory Audit,3/19/2023,Auditors Report and Financial Statements ,"The Companies Act, 1994",2023-03-19,19,March,2023
33548,2303161567AS455945,PRITOM INN (PVT.) LIMITED,Hotel,Tour & Leisure,Hotel,Y,Private Limited Company,1567,Mohammed Enamul Haque Khan FCA,F-0073,Kazi Zahir Khan & Co.,Audit,Statutory Audit,3/16/2023,Auditors Report and Financial Statements ,"The Companies Act, 1994",2023-03-16,16,March,2023
35530,2211080886AS157862,GENEX INFOSYS LTD.,ITES Services,Information Technology,ITES Services,Y,Private Limited Company,886,Mohammed Forkan Uddin FCA,F-0086,M M Rahman & Co.,Audit,Statutory Audit,10/27/2022,Auditors Report and Financial Statements ,"The Companies Act, 1994",2022-11-08,08,November,2022
35557,2211210918AS512967,CLOUD PRODUCTION LTD,Software Services,Information Technology,Software Services,Y,Private Limited Company,918,Md. Abdur Rouf FCA,F-0093,Mak & Co.,Audit,Statutory Audit,11/20/2022,Auditors Report and Financial Statements ,"The Companies Act, 1994",2022-11-21,21,November,2022
39705,2111101204AS852461,GENEX INFOSYS LTD.,ITES Services,Information Technology,ITES Services,Y,Private Limited Company,1204,Mohammad Mofizul Haque Rinku FCA,F-0115,Rahman Mostafa Alam & Co.,Audit,Statutory Audit,10/28/2021,Auditors Report and Financial Statements ,"The Companies Act, 1994",2021-11-10,10,November,2021
41898,2112260268OO125431,DHAKA ELECTRIC SUPPLY COMPANY LIMITED,Electricity,Utility Service,Electricity,Y,Public Limited Company,268,AFM  Alamgir FCA,F-0025,ARTISAN,Other Audit,Other Audit,12/26/2021,Auditors Report and Financial Statements ,Others,2021-12-26,26,December,2021
41905,2111090247AS402249,BANGLADESH AUTOCARS LIMITED,Gas,Utility Service,Gas,Y,Public Limited Company,247,Md  Waliullah FCA,F-0094,Malek Siddiqui Wali,Audit,Statutory Audit,9/28/2021,Auditors Report and Financial Statements ,"The Companies Act, 1994",2021-11-09,09,November,2021
41907,2111010105AS230727,IFAD AUTOS LIMITED,Retail Trade,Trading ,Retail Trade,Y,Public Limited Company,105,Howlader Mahfel Huq FCA,F-0091,Mahfel Huq & Co.,Audit,Statutory Audit,10/28/2021,Auditors Report and Financial Statements ,"The Companies Act, 1994",2021-11-01,01,November,2021
41908,2111041772AS384706,KAY & QUE BANGLADESH LTD.,Gas,Utility Service,Gas,Y,Public Limited Company,1772,Chaity  Basak ACA,F-0133,Shiraz Khan Basak & Co.,Audit,Statutory Audit,10/27/2021,Auditors Report and Financial Statements ,"The Companies Act, 1994",2021-11-04,04,November,2021
41909,2111040407AS968237,NAVANA CNG LIMITED,Retail Trade,Trading ,Retail Trade,Y,Public Limited Company,407,AKM Aminul Hoque FCA,F-0004,A Hoque & Co.,Audit,Statutory Audit,10/26/2021,Auditors Report and Financial Statements ,"The Companies Act, 1994",2021-11-04,04,November,2021
41911,2111180199AS823626,POWER GRID COMPANY OF BANGLADESH LIMITED,Wholesale Trade,Trading ,Wholesale Trade,Y,Public Limited Company,199,Jagadish Chandra Biswas FCA,F-0090,MABS & J Partners,Audit,Statutory Audit,11/15/2021,Auditors Report and Financial Statements ,"The Companies Act, 1994",2021-11-18,18,November,2021
41913,2111220353AS310793,POWER GRID COMPANY OF BANGLADESH LIMITED,Others,Trading ,Others,Y,Public Limited Company,353,Abu Sayed Mohammed Nayeem FCA,F-0003,ACNABIN,Audit,Statutory Audit,11/15/2021,Auditors Report and Financial Statements ,"The Companies Act, 1994",2021-11-22,22,November,2021
41914,2110181394AS555547,TITAS GAS TRANSMISSION AND DISTRIBUTION COMPANY LIMITED,Gas,Utility Service,Gas,Y,Public Limited Company,1394,Sheikh Zahidul Islam FCA,F-0127,Shafiq Basak & Co.,Audit,Statutory Audit,10/18/2021,Auditors Report and Financial Statements ,"The Companies Act, 1994",2021-10-18,18,October,2021
41915,2110251204AS785619,DHAKA ELECTRIC SUPPLY COMPANY LIMITED,Electricity,Utility Service,Electricity,Y,Public Limited Company,1204,Mohammad Mofizul Haque Rinku FCA,F-0115,Rahman Mostafa Alam & Co.,Audit,Statutory Audit,10/18/2021,Auditors Report and Financial Statements ,"The Companies Act, 1994",2021-10-25,25,October,2021
41920,2110280950AS205587,UNITED POWER GENERATION & DISTRIBUTION COMPANY LTD.,Electricity,Utility Service,Electricity,Y,Public Limited Company,950,Mohammad Motaleb Hossain FCA,F-0010,A Qasem & Co.,Audit,Statutory Audit,10/27/2021,Auditors Report and Financial Statements ,"The Companies Act, 1994",2021-10-28,28,October,2021
41923,2105060469AS773557,LINDE BANGLADESH LIMITED,Others,Trading ,Others,Y,Public Limited Company,469,A F  Nesaruddin FCA,F-0055,Hoda Vasi Chowdhury & Co.,Audit,Statutory Audit,4/8/2021,Auditors Report and Financial Statements ,"The Companies Act, 1994",2021-05-06,06,May,2021
41926,2012240137AS654540,MEGHNA PETROLEUM LIMITED ,Others,Trading ,Others,Y,Public Limited Company,137,Showkat  Hossain FCA,F-0055,Hoda Vasi Chowdhury & Co.,Audit,Statutory Audit,12/23/2020,Auditors Report and Financial Statements ,"The Companies Act, 1994",2020-12-24,24,December,2020
41930,2012271016AS553041,PADMA OIL COMPANY LIMITED,Others,Trading ,Others,Y,Public Limited Company,1016,Mohammad  Shaheed FCA,F-0077,Khan Wahab Shafique Rahman & Co.,Audit,Statutory Audit,12/24/2020,Auditors Report and Financial Statements ,"The Companies Act, 1994",2020-12-27,27,December,2020
41932,2012241184AS993121,MEGHNA PETROLEUM LIMITED ,Others,Trading ,Others,Y,Public Limited Company,1184,Arafat  Kamal FCA,F-0115,Rahman Mostafa Alam & Co.,Audit,Statutory Audit,12/23/2020,Auditors Report and Financial Statements ,"The Companies Act, 1994",2020-12-24,24,December,2020
41933,2104291000AO887746,LINDE BANGLADESH LIMITED,Others,Trading ,Others,Y,Public Limited Company,1000,Muhammad Mehedi Hasan FCA,F-0118,Rahman Rahman Huq,Audit,Other Audit,4/6/2021,Auditors Report and Financial Statements ,"The Companies Act, 1994",2021-04-29,29,April,2021
41934,2012290137AS787638,JAMUNA OIL COMPANY LTD.,Others,Trading ,Others,Y,Public Limited Company,137,Showkat  Hossain FCA,F-0055,Hoda Vasi Chowdhury & Co.,Audit,Statutory Audit,12/29/2020,Auditors Report and Financial Statements ,"The Companies Act, 1994",2020-12-29,29,December,2020
41935,2012271184AS725742,PADMA OIL COMPANY LIMITED,Others,Trading ,Others,Y,Public Limited Company,1184,Arafat  Kamal FCA,F-0115,Rahman Mostafa Alam & Co.,Audit,Statutory Audit,12/24/2020,Auditors Report and Financial Statements ,"The Companies Act, 1994",2020-12-27,27,December,2020
41978,2303161000AS481225,LINDE BANGLADESH LIMITED,Others,Trading ,Others,Y,Public Limited Company,1000,Muhammad Mehedi Hasan FCA,F-0118,Rahman Rahman Huq,Audit,Statutory Audit,3/16/2023,Auditors Report and Financial Statements ,"The Companies Act, 1994",2023-03-16,16,March,2023
41986,2211100247AS786051,BANGLADESH AUTOCARS LIMITED,Gas,Utility Service,Gas,Y,Public Limited Company,247,Md  Waliullah FCA,F-0094,Malek Siddiqui Wali,Audit,Statutory Audit,11/7/2022,Auditors Report and Financial Statements ,"The Companies Act, 1994",2022-11-10,10,November,2022
41988,2211091016AS748426,PADMA OIL COMPANY LIMITED,Others,Trading ,Others,Y,Public Limited Company,1016,Mohammad  Shaheed FCA,F-0077,Khan Wahab Shafique Rahman & Co.,Audit,Statutory Audit,11/9/2022,Auditors Report and Financial Statements ,"The Companies Act, 1994",2022-11-09,09,November,2022
41989,2211120625AS718031,JAMUNA OIL COMPANY LTD.,Others,Trading ,Others,Y,Public Limited Company,625,Sampad Kumar Basak FCA,F-0127,Shafiq Basak & Co.,Audit,Statutory Audit,11/12/2022,Auditors Report and Financial Statements ,"The Companies Act, 1994",2022-11-12,12,November,2022
41990,2211121184AS924368,JAMUNA OIL COMPANY LTD.,Others,Trading ,Others,Y,Public Limited Company,1184,Arafat  Kamal FCA,F-0115,Rahman Mostafa Alam & Co.,Audit,Statutory Audit,11/12/2022,Auditors Report and Financial Statements ,"The Companies Act, 1994",2022-11-12,12,November,2022
41991,2211010240AS155044,KAY & QUE BANGLADESH LTD.,Gas,Utility Service,Gas,Y,Public Limited Company,240,Md Nurul Hossain Khan FCA,F-0073,Kazi Zahir Khan & Co.,Audit,Statutory Audit,10/27/2022,Auditors Report and Financial Statements ,"The Companies Act, 1994",2022-11-01,01,November,2022
41992,2211130137AS716625,MEGHNA PETROLEUM LIMITED ,Others,Trading ,Others,Y,Public Limited Company,137,Showkat  Hossain FCA,F-0055,Hoda Vasi Chowdhury & Co.,Audit,Statutory Audit,11/13/2022,Auditors Report and Financial Statements ,"The Companies Act, 1994",2022-11-13,13,November,2022
41993,2210270950AS447461,UNITED POWER GENERATION & DISTRIBUTION COMPANY LTD.,Electricity,Utility Service,Electricity,Y,Public Limited Company,950,Mohammad Motaleb Hossain FCA,F-0010,A Qasem & Co.,Audit,Statutory Audit,10/27/2022,Auditors Report and Financial Statements ,"The Companies Act, 1994",2022-10-27,27,October,2022
41996,2211100199AS401251,POWER GRID COMPANY OF BANGLADESH LIMITED,Others,Trading ,Others,Y,Public Limited Company,199,Jagadish Chandra Biswas FCA,F-0090,MABS & J Partners,Audit,Statutory Audit,11/9/2022,Auditors Report and Financial Statements ,"The Companies Act, 1994",2022-11-10,10,November,2022
41997,2210130535AS114029,DHAKA ELECTRIC SUPPLY COMPANY LIMITED,Electricity,Utility Service,Electricity,Y,Public Limited Company,535,Nasir Uddin Ahmed FCA,F-0090,MABS & J Partners,Audit,Statutory Audit,10/13/2022,Auditors Report and Financial Statements ,"The Companies Act, 1994",2022-10-13,13,October,2022
41998,2211131016AS866512,MEGHNA PETROLEUM LIMITED ,Others,Trading ,Others,Y,Public Limited Company,1016,Mohammad  Shaheed FCA,F-0077,Khan Wahab Shafique Rahman & Co.,Audit,Statutory Audit,11/13/2022,Auditors Report and Financial Statements ,"The Companies Act, 1994",2022-11-13,13,November,2022
42001,2211100527AS128422,POWER GRID COMPANY OF BANGLADESH LIMITED,Others,Trading ,Others,Y,Public Limited Company,527,Kamrul  Abedin FCA,F-0083,M J Abedin & Co.,Audit,Statutory Audit,11/9/2022,Auditors Report and Financial Statements ,"The Companies Act, 1994",2022-11-10,10,November,2022
42002,2210121394AS227102,TITAS GAS TRANSMISSION AND DISTRIBUTION COMPANY LIMITED,Gas,Utility Service,Gas,Y,Public Limited Company,1394,Sheikh Zahidul Islam FCA,F-0127,Shafiq Basak & Co.,Audit,Statutory Audit,10/12/2022,Auditors Report and Financial Statements ,"The Companies Act, 1994",2022-10-12,12,October,2022
42003,2211030478AS641320,IFAD AUTOS LIMITED,Retail Trade,Trading ,Retail Trade,Y,Public Limited Company,478,M Zabed Ali Mridha FCA,F-0017,Ahmed Zaker & Co.,Audit,Statutory Audit,11/3/2022,Auditors Report and Financial Statements ,"The Companies Act, 1994",2022-11-03,03,November,2022
42005,2211090779AS347749,PADMA OIL COMPANY LIMITED,Others,Trading ,Others,Y,Public Limited Company,779,Sarwar  Uddin FCA,F-0061,Hussain Farhad & Co.,Audit,Statutory Audit,11/9/2022,Auditors Report and Financial Statements ,"The Companies Act, 1994",2022-11-09,09,November,2022
42006,2210270407AS830431,NAVANA CNG LIMITED,Retail Trade,Trading ,Retail Trade,Y,Public Limited Company,407,AKM Aminul Hoque FCA,F-0004,A Hoque & Co.,Audit,Statutory Audit,10/27/2022,Auditors Report and Financial Statements ,"The Companies Act, 1994",2022-10-27,27,October,2022
42017,2203301000AS844710,LINDE BANGLADESH LIMITED,Others,Trading ,Others,Y,Public Limited Company,1000,Muhammad Mehedi Hasan FCA,F-0118,Rahman Rahman Huq,Audit,Statutory Audit,3/10/2022,Auditors Report and Financial Statements ,"The Companies Act, 1994",2022-03-30,30,March,2022
42019,2112291184AS221704,PADMA OIL COMPANY LIMITED,Others,Trading ,Others,Y,Public Limited Company,1184,Arafat  Kamal FCA,F-0115,Rahman Mostafa Alam & Co.,Audit,Statutory Audit,12/29/2021,Auditors Report and Financial Statements ,"The Companies Act, 1994",2021-12-29,29,December,2021
42020,2201031184AS728568,MEGHNA PETROLEUM LIMITED ,Others,Trading ,Others,Y,Public Limited Company,1184,Arafat  Kamal FCA,F-0115,Rahman Mostafa Alam & Co.,Audit,Statutory Audit,1/2/2022,Auditors Report and Financial Statements ,"The Companies Act, 1994",2022-01-03,03,January,2022
42021,2112291016AS365092,PADMA OIL COMPANY LIMITED,Others,Trading ,Others,Y,Public Limited Company,1016,Mohammad  Shaheed FCA,F-0077,Khan Wahab Shafique Rahman & Co.,Audit,Statutory Audit,12/29/2021,Auditors Report and Financial Statements ,"The Companies Act, 1994",2021-12-29,29,December,2021
42022,2201021184AS881104,JAMUNA OIL COMPANY LTD.,Others,Trading ,Others,Y,Public Limited Company,1184,Arafat  Kamal FCA,F-0115,Rahman Mostafa Alam & Co.,Audit,Statutory Audit,1/2/2022,Auditors Report and Financial Statements ,"The Companies Act, 1994",2022-01-02,02,January,2022
42024,2201040137AS476033,MEGHNA PETROLEUM LIMITED ,Others,Trading ,Others,Y,Public Limited Company,137,Showkat  Hossain FCA,F-0055,Hoda Vasi Chowdhury & Co.,Audit,Statutory Audit,1/2/2022,Auditors Report and Financial Statements ,"The Companies Act, 1994",2022-01-04,04,January,2022
42025,2201020137AS385264,JAMUNA OIL COMPANY LTD.,Others,Trading ,Others,Y,Public Limited Company,137,Showkat  Hossain FCA,F-0055,Hoda Vasi Chowdhury & Co.,Audit,Statutory Audit,1/2/2022,Auditors Report and Financial Statements ,"The Companies Act, 1994",2022-01-02,02,January,2022
47802,2102180804AS690413,LR GLOBAL BANGLADESH MUTUAL FUND ONE,Others,Miscellaneous,Others,Y,Others,804,Md Aftab Uddin Ahmed FCA,F-0034,Aziz Halim Khair Choudhury,Audit,Statutory Audit,2/18/2021,Auditors Report and Financial Statements ,"Bangladesh Securities and Exchange Commission Act, 1993",2021-02-18,18,February,2021
47922,2102020804AS183599,NCCBL MUTUAL FUND-1,Others,Miscellaneous,Others,Y,Others,804,Md Aftab Uddin Ahmed FCA,F-0034,Aziz Halim Khair Choudhury,Audit,Statutory Audit,1/31/2021,Auditors Report and Financial Statements ,"Bangladesh Securities and Exchange Commission Act, 1993",2021-02-02,02,February,2021
47967,2101310804AS440278,AIBL 1ST ISLAMIC MUTUAL FUND,Others,Miscellaneous,Others,Y,Others,804,Md Aftab Uddin Ahmed FCA,F-0034,Aziz Halim Khair Choudhury,Audit,Statutory Audit,1/25/2021,Auditors Report and Financial Statements ,"Bangladesh Securities and Exchange Commission Act, 1993",2021-01-31,31,January,2021
47968,2101310804AS248882,MBL 1ST MUTUAL FUND,Others,Miscellaneous,Others,Y,Others,804,Md Aftab Uddin Ahmed FCA,F-0034,Aziz Halim Khair Choudhury,Audit,Statutory Audit,1/25/2021,Auditors Report and Financial Statements ,"Bangladesh Securities and Exchange Commission Act, 1993",2021-01-31,31,January,2021
47984,2106300469AS281958,GREEN DELTA MUTUAL FUND,Others,Miscellaneous,Others,Y,Others,469,A F  Nesaruddin FCA,F-0055,Hoda Vasi Chowdhury & Co.,Audit,Statutory Audit,6/29/2021,Auditors Report and Financial Statements ,"Bangladesh Securities and Exchange Commission Act, 1993",2021-06-30,30,June,2021
48022,2012230804AS876528,NCCBL MUTUAL FUND-1,Others,Miscellaneous,Others,Y,Others,804,Md Aftab Uddin Ahmed FCA,F-0034,Aziz Halim Khair Choudhury,Audit,Statutory Audit,12/20/2020,Auditors Report and Financial Statements ,"Bangladesh Securities and Exchange Commission Act, 1993",2020-12-23,23,December,2020
48122,2109180886AS199630,IFIL ISLAMIC MUTUAL FUND-1,Others,Miscellaneous,Others,Y,Others,886,Mohammed Forkan Uddin FCA,F-0086,M M Rahman & Co.,Audit,Statutory Audit,9/18/2021,Auditors Report and Financial Statements ,"Bangladesh Securities and Exchange Commission Act, 1993",2021-09-18,18,September,2021
48123,2109180886AS246093,ICB EMPLOYEES PROVIDENT MUTUAL FUND ONE: SCHEME ONE,Others,Miscellaneous,Others,Y,Others,886,Mohammed Forkan Uddin FCA,F-0086,M M Rahman & Co.,Audit,Statutory Audit,9/18/2021,Auditors Report and Financial Statements ,"Bangladesh Securities and Exchange Commission Act, 1993",2021-09-18,18,September,2021
48136,2109010151AS553283,CAPM IBBL ISLAMIC MUTUAL FUND,Others,Miscellaneous,Others,Y,Others,151,Pinaki  Das FCA,F-0112,Pinaki & Company,Audit,Statutory Audit,8/12/2021,Auditors Report and Financial Statements ,"Bangladesh Securities and Exchange Commission Act, 1993",2021-09-01,01,September,2021
